customer_id,persona,age,gender,city,city_tier,occupation,monthly_income,household_size,loyalty_program_member,preferred_payment_method,app_engagement_score,price_sensitivity_score,impulsiveness_score,health_consciousness_score,discount_affinity_score,late_night_ordering_tendency,weekend_ordering_tendency,brand_loyalty_score,churn_risk_profile
CUST002105,Young Professionals,41,Male,Hyderabad,Metro,Business,114299,6,0,UPI,6.94,2.4,7.0,6.37,5.38,5.03,7.2,4.73,8.47
CUST002106,Families,21,Female,Mumbai,Metro,Designer,72705,5,1,UPI,5.1,1.6,4.1,7.32,5.99,3.56,8.69,3.63,5.88
CUST002107,Young Professionals,28,Other,Indore,Tier-2,Doctor,96601,5,0,UPI,9.16,1.66,6.48,7.35,3.77,4.72,6.17,3.21,7.53
CUST002108,Health Conscious,44,Female,Ahmedabad,Tier-1,Manager,117732,5,0,Card,7.33,8.24,3.16,9.68,3.97,6.91,7.38,6.07,8.33
CUST002109,Students,53,Female,Nagpur,Tier-2,Teacher,24991,2,1,COD,5.12,8.5,8.95,6.45,7.23,8.93,9.27,5.82,4.93
CUST002110,Families,55,Male,Mumbai,Metro,Business,44451,5,1,Wallet,7.7,5.64,2.42,5.62,7.09,9.76,8.06,4.28,9.42
CUST002111,Students,25,Other,Jaipur,Tier-1,Teacher,15500,1,0,Wallet,1.28,4.45,7.25,4.31,7.69,1.31,5.78,5.81,9.96
CUST002112,Health Conscious,60,Male,Delhi,Metro,Student,60093,2,0,UPI,9.49,2.42,4.28,9.16,3.28,8.67,4.86,2.98,2.48
CUST002113,Young Professionals,46,Male,Hyderabad,Metro,Teacher,134786,3,0,Wallet,4.25,5.35,7.84,5.4,4.52,1.02,4.65,8.71,5.41
CUST002114,Families,44,Female,Hyderabad,Metro,Consultant,117195,1,1,COD,4.52,5.06,3.8,5.23,5.75,6.37,6.31,7.68,4.08
CUST002115,Health Conscious,52,Female,Indore,Tier-2,Doctor,145695,6,0,COD,5.66,5.52,3.6,8.12,2.48,2.91,1.85,9.71,8.21
CUST002116,Health Conscious,38,Female,Jaipur,Tier-1,Consultant,76748,5,0,UPI,6.07,5.64,2.92,9.7,4.34,4.47,8.49,6.48,5.2
CUST002117,Young Professionals,22,Other,Mumbai,Metro,Student,53352,1,1,Card,5.67,9.44,7.03,6.76,5.03,3.09,3.78,5.47,3.2
CUST002118,Health Conscious,54,Other,Nagpur,Tier-2,Student,90405,5,1,UPI,2.9,6.17,2.95,9.15,3.49,5.71,2.29,2.81,1.12
CUST002119,Families,58,Female,Delhi,Metro,Manager,110983,3,0,UPI,1.78,9.13,3.97,5.59,6.06,3.7,7.73,6.2,2.49
CUST002120,Families,38,Other,Bengaluru,Metro,Consultant,63781,5,0,Card,7.84,2.26,3.67,7.13,7.04,9.89,4.5,4.87,9.94
CUST002121,Health Conscious,51,Other,Delhi,Metro,Business,170302,1,0,COD,1.15,2.91,3.84,9.95,3.65,5.8,3.58,7.02,6.87
CUST002122,Young Professionals,50,Male,Indore,Tier-2,Designer,63096,2,0,Card,6.7,8.85,9.28,7.82,2.72,7.77,3.18,2.5,1.04
CUST002123,Young Professionals,53,Male,Ahmedabad,Tier-1,Business,90490,1,0,Card,8.42,1.95,9.25,7.04,2.23,4.94,5.04,8.58,5.44
CUST002124,Students,56,Male,Indore,Tier-2,Student,33109,2,0,Card,5.78,9.84,6.78,6.22,7.81,4.22,6.62,9.17,3.14
CUST002125,Young Professionals,18,Female,Hyderabad,Metro,Consultant,104741,4,1,UPI,6.35,6.79,7.07,7.39,4.65,2.57,3.91,7.76,5.19
CUST002126,Students,54,Female,Jaipur,Tier-1,Consultant,24234,3,1,UPI,7.25,3.78,5.92,4.43,7.53,4.99,3.7,8.26,7.1
CUST002127,Students,44,Other,Ahmedabad,Tier-1,Student,19571,6,0,COD,9.53,7.86,5.41,3.45,9.21,5.29,3.25,3.09,8.78
CUST002128,Young Professionals,45,Female,Ahmedabad,Tier-1,Designer,110286,4,0,COD,1.54,4.72,9.46,8.96,2.04,6.48,2.82,7.62,9.93
CUST002129,Students,38,Other,Pune,Tier-1,Student,29218,2,1,COD,5.58,4.85,5.99,5.5,9.24,9.1,4.39,7.19,8.69
CUST002130,Students,57,Female,Hyderabad,Metro,Manager,24851,3,1,Wallet,1.48,1.69,8.45,6.5,9.17,8.68,9.45,6.74,4.62
CUST002131,Young Professionals,35,Other,Hyderabad,Metro,Manager,71782,4,0,Wallet,1.99,5.73,8.69,8.09,4.86,7.19,9.18,4.4,9.42
CUST002132,Families,29,Male,Lucknow,Tier-2,Consultant,94783,1,0,COD,6.86,3.51,3.68,6.33,7.61,2.67,5.74,6.14,8.81
CUST002133,Young Professionals,29,Other,Nagpur,Tier-2,Teacher,70318,1,0,Card,2.26,7.78,6.0,8.76,6.0,4.53,4.14,7.17,3.26
CUST002134,Young Professionals,35,Female,Indore,Tier-2,Business,97255,3,0,Card,3.86,9.08,9.55,8.67,2.34,7.89,1.46,3.09,4.62
CUST002135,Young Professionals,50,Male,Hyderabad,Metro,Designer,70776,4,0,COD,7.01,8.84,6.04,8.94,4.32,7.8,9.56,4.24,1.9
CUST002136,Health Conscious,30,Male,Delhi,Metro,Business,72108,1,1,Card,8.65,4.67,3.61,8.77,4.88,2.89,4.94,1.45,7.12
CUST002137,Students,54,Male,Hyderabad,Metro,Business,15664,5,1,Card,5.69,8.12,7.56,4.58,9.8,6.98,4.54,1.7,2.82
CUST002138,Young Professionals,42,Male,Indore,Tier-2,Engineer,88471,4,0,Wallet,9.71,2.37,9.08,5.94,2.83,9.01,3.8,1.44,8.43
CUST002139,Families,54,Male,Lucknow,Tier-2,Engineer,76868,4,0,COD,8.68,7.37,4.58,7.04,5.69,1.86,7.42,7.21,4.49
CUST002140,Students,29,Male,Jaipur,Tier-1,Teacher,29140,3,1,COD,1.65,7.75,7.13,4.33,8.85,9.34,9.56,2.37,9.06
CUST002141,Families,58,Male,Bengaluru,Metro,Teacher,53643,5,1,UPI,1.33,7.58,4.32,7.24,7.22,8.11,2.64,4.51,1.06
CUST002142,Health Conscious,58,Male,Nagpur,Tier-2,Consultant,62305,3,1,Card,5.6,6.71,2.32,9.65,3.14,8.39,9.11,3.5,9.68
CUST002143,Health Conscious,49,Other,Jaipur,Tier-1,Teacher,142114,3,1,Card,8.64,2.33,2.23,8.7,4.62,9.2,3.46,9.07,7.97
CUST002144,Students,34,Male,Ahmedabad,Tier-1,Consultant,23718,1,0,UPI,7.18,7.8,7.47,4.5,7.51,6.95,1.23,4.11,9.37
CUST002145,Young Professionals,46,Male,Jaipur,Tier-1,Teacher,106848,5,1,Card,9.37,6.91,9.1,7.0,2.32,5.1,7.84,4.21,7.62
CUST002146,Young Professionals,53,Other,Delhi,Metro,Manager,123781,3,0,Card,1.05,8.05,8.03,7.69,4.2,4.21,6.88,1.43,6.28
CUST002147,Families,46,Female,Delhi,Metro,Student,54504,1,0,Wallet,6.47,2.5,4.89,7.55,7.28,5.3,3.05,7.41,3.51
CUST002148,Young Professionals,36,Male,Hyderabad,Metro,Student,128746,2,0,COD,1.41,7.8,7.95,7.4,5.26,8.09,3.16,3.07,9.64
CUST002149,Families,48,Other,Mumbai,Metro,Designer,70404,3,1,Card,6.37,6.33,2.46,7.19,7.27,7.64,1.17,3.02,1.24
CUST002150,Health Conscious,24,Female,Pune,Tier-1,Designer,167627,6,0,Card,6.32,1.42,2.96,8.04,4.92,7.79,3.45,7.04,8.69
CUST002151,Young Professionals,19,Female,Ahmedabad,Tier-1,Engineer,126618,5,0,Card,5.2,2.53,6.24,5.21,3.01,3.31,6.15,3.08,1.96
CUST002152,Young Professionals,49,Female,Lucknow,Tier-2,Student,66367,1,0,COD,4.21,5.75,9.56,7.75,5.66,5.77,3.97,9.4,7.79
CUST002153,Health Conscious,35,Other,Pune,Tier-1,Designer,162332,4,1,UPI,4.98,2.97,3.14,8.12,2.88,8.93,5.23,1.93,1.06
CUST002154,Young Professionals,30,Female,Indore,Tier-2,Doctor,50206,5,0,COD,8.56,2.19,8.13,8.78,4.5,1.04,2.94,3.22,4.29
CUST002155,Health Conscious,43,Other,Mumbai,Metro,Business,77921,4,1,COD,2.19,9.26,3.26,8.58,3.68,1.46,7.0,1.89,2.77
CUST002156,Health Conscious,47,Female,Indore,Tier-2,Manager,69109,3,0,Card,4.04,5.39,4.66,8.31,4.49,9.52,3.07,6.52,1.1
CUST002157,Families,41,Male,Hyderabad,Metro,Designer,118566,1,1,Card,2.63,8.25,4.51,7.64,5.87,8.79,1.84,3.29,8.29
CUST002158,Health Conscious,39,Female,Pune,Tier-1,Consultant,119676,2,1,Wallet,1.33,7.85,4.86,8.08,4.95,5.13,1.61,3.79,8.41
CUST002159,Health Conscious,48,Female,Ahmedabad,Tier-1,Doctor,135361,5,1,UPI,8.02,1.28,2.6,9.37,2.06,5.23,9.18,4.61,9.14
CUST002160,Young Professionals,19,Female,Mumbai,Metro,Engineer,118011,6,1,COD,4.86,6.75,9.56,5.13,5.42,9.21,8.25,9.08,5.53
CUST002161,Health Conscious,22,Other,Lucknow,Tier-2,Designer,165103,5,0,Wallet,3.88,5.16,2.69,8.49,4.29,2.07,3.37,8.73,4.96
CUST002162,Health Conscious,25,Male,Lucknow,Tier-2,Designer,179656,3,1,Card,5.94,1.6,4.91,9.68,3.76,2.06,8.65,7.82,6.61
CUST002163,Families,54,Other,Delhi,Metro,Engineer,73849,5,1,UPI,6.74,3.63,4.16,6.04,8.0,8.01,8.88,2.74,7.42
CUST002164,Young Professionals,47,Female,Pune,Tier-1,Doctor,78115,1,1,COD,6.09,9.74,6.09,8.29,3.74,6.6,3.3,5.93,9.3
CUST002165,Young Professionals,37,Male,Pune,Tier-1,Student,148269,1,1,UPI,8.06,4.33,6.18,5.95,5.45,2.11,7.54,3.81,7.98
CUST002166,Health Conscious,28,Other,Nagpur,Tier-2,Designer,123736,5,0,Card,7.6,5.53,4.7,9.5,2.92,5.08,2.86,3.41,9.95
CUST002167,Health Conscious,56,Male,Nagpur,Tier-2,Business,167850,1,1,Card,8.31,4.67,4.47,8.64,2.83,7.59,4.3,9.11,5.15
CUST002168,Students,21,Other,Lucknow,Tier-2,Business,17193,2,0,COD,6.83,6.31,8.18,5.77,8.49,2.08,3.91,7.43,1.02
CUST002169,Young Professionals,32,Other,Lucknow,Tier-2,Student,87942,3,0,Card,4.15,9.59,6.24,6.17,2.8,1.9,7.14,8.62,5.18
CUST002170,Students,46,Male,Lucknow,Tier-2,Manager,15019,4,1,UPI,4.95,2.92,8.83,3.04,9.62,7.85,2.61,7.27,2.42
CUST002171,Young Professionals,50,Other,Pune,Tier-1,Engineer,77611,4,1,Wallet,4.58,9.4,6.67,8.54,2.14,7.64,3.81,9.56,4.57
CUST002172,Students,38,Other,Nagpur,Tier-2,Teacher,17187,4,1,Wallet,2.13,4.77,8.3,4.54,8.4,9.02,2.42,6.88,7.14
CUST002173,Health Conscious,43,Other,Nagpur,Tier-2,Engineer,62810,3,1,UPI,6.97,2.66,4.73,8.48,2.09,6.61,9.92,3.04,8.79
CUST002174,Students,45,Female,Mumbai,Metro,Consultant,38337,4,1,COD,3.58,1.04,5.94,5.54,7.83,6.64,6.87,7.22,4.71
CUST002175,Families,32,Other,Hyderabad,Metro,Manager,83901,5,1,UPI,5.2,6.99,3.1,7.67,5.72,9.7,1.29,4.0,3.02
CUST002176,Young Professionals,46,Other,Hyderabad,Metro,Designer,99566,3,1,COD,8.49,2.2,6.44,5.48,3.76,9.94,4.13,4.29,5.48
CUST002177,Families,20,Other,Delhi,Metro,Designer,88952,5,1,COD,3.6,2.14,2.57,7.79,6.76,8.54,9.71,5.92,4.91
CUST002178,Students,43,Other,Ahmedabad,Tier-1,Manager,33393,4,0,COD,4.88,1.31,7.59,4.34,8.04,4.3,5.34,7.85,6.29
CUST002179,Health Conscious,55,Male,Ahmedabad,Tier-1,Consultant,69903,5,1,COD,2.96,8.52,2.52,9.61,2.8,8.81,8.27,4.01,6.82
CUST002180,Young Professionals,45,Other,Nagpur,Tier-2,Manager,114554,1,0,COD,4.75,1.8,7.11,6.51,3.28,9.45,8.24,4.88,4.02
CUST002181,Students,34,Female,Delhi,Metro,Student,19178,6,0,UPI,1.96,5.75,5.43,5.33,8.33,6.54,5.82,1.39,8.56
CUST002182,Families,37,Other,Hyderabad,Metro,Engineer,98646,2,1,UPI,5.39,9.33,2.75,7.18,6.56,1.16,5.63,8.26,6.47
CUST002183,Young Professionals,50,Male,Ahmedabad,Tier-1,Engineer,135771,3,0,Card,2.95,7.41,6.1,8.98,4.21,7.67,7.25,9.04,4.05
CUST002184,Students,51,Other,Ahmedabad,Tier-1,Designer,36023,5,0,Card,9.65,8.0,9.0,3.39,9.1,6.12,4.76,9.01,9.65
CUST002185,Young Professionals,45,Female,Delhi,Metro,Designer,88091,3,0,UPI,2.34,7.17,8.91,7.26,5.46,4.57,2.43,5.11,8.28
CUST002186,Families,56,Male,Nagpur,Tier-2,Manager,82078,4,0,Card,1.0,3.02,4.17,5.78,6.3,4.76,7.18,5.46,9.11
CUST002187,Young Professionals,40,Female,Jaipur,Tier-1,Engineer,101215,2,0,COD,9.82,6.61,9.4,6.21,5.71,6.13,7.78,3.62,1.9
CUST002188,Families,51,Female,Ahmedabad,Tier-1,Manager,45172,6,1,Card,8.15,2.17,2.38,5.68,6.42,2.33,3.44,7.55,9.84
CUST002189,Health Conscious,24,Male,Jaipur,Tier-1,Designer,93380,1,0,COD,8.33,9.39,3.09,8.5,3.63,2.07,7.71,7.19,8.7
CUST002190,Students,37,Male,Nagpur,Tier-2,Doctor,23041,3,1,COD,8.56,7.08,6.9,5.12,8.69,9.35,2.12,2.55,4.9
CUST002191,Health Conscious,57,Male,Ahmedabad,Tier-1,Manager,109924,3,1,Card,9.57,4.92,2.49,8.48,3.62,1.75,2.57,4.06,9.15
CUST002192,Young Professionals,57,Other,Indore,Tier-2,Business,76982,3,1,UPI,2.45,9.66,9.71,8.4,2.54,5.63,1.79,5.09,1.73
CUST002193,Young Professionals,54,Female,Jaipur,Tier-1,Business,67032,1,0,Wallet,6.94,6.14,7.07,5.89,3.46,2.92,1.86,8.92,6.78
CUST002194,Students,19,Other,Nagpur,Tier-2,Doctor,17399,2,0,UPI,8.44,4.88,7.65,4.71,8.41,6.16,1.45,4.82,6.76
CUST002195,Families,59,Other,Lucknow,Tier-2,Manager,103185,1,0,UPI,6.96,1.55,2.0,5.69,5.75,7.68,8.62,2.56,1.16
CUST002196,Young Professionals,48,Other,Indore,Tier-2,Consultant,108584,5,1,Card,2.7,9.4,9.73,5.57,3.3,6.32,9.47,2.17,3.37
CUST002197,Families,46,Male,Lucknow,Tier-2,Consultant,102507,4,1,COD,5.01,4.05,2.49,5.32,7.41,5.73,4.1,1.84,9.42
CUST002198,Families,45,Male,Indore,Tier-2,Doctor,80502,6,1,Card,5.78,6.24,3.19,7.3,6.47,8.49,8.86,2.59,8.05
CUST002199,Families,58,Other,Lucknow,Tier-2,Doctor,83414,3,1,Wallet,7.78,1.5,3.15,7.1,7.17,3.2,6.31,5.74,3.17
CUST002200,Young Professionals,37,Female,Delhi,Metro,Engineer,91580,4,1,COD,4.7,9.88,8.58,7.1,5.17,5.68,7.86,5.65,4.91
CUST002201,Health Conscious,32,Other,Bengaluru,Metro,Business,174440,5,1,COD,9.8,6.27,4.11,8.13,4.14,4.02,4.94,3.07,6.69
CUST002202,Young Professionals,35,Female,Bengaluru,Metro,Doctor,131103,4,1,Wallet,2.24,7.07,8.02,8.13,3.52,8.48,3.63,9.64,9.49
CUST002203,Health Conscious,23,Other,Lucknow,Tier-2,Consultant,134736,5,0,Card,1.18,5.95,3.93,8.05,2.09,7.68,2.6,8.35,7.01
CUST002204,Young Professionals,38,Male,Jaipur,Tier-1,Business,73881,4,1,COD,1.97,8.8,9.07,8.04,4.26,4.58,1.88,7.28,7.04
CUST002205,Young Professionals,18,Other,Indore,Tier-2,Teacher,51038,6,1,Wallet,9.1,3.46,8.64,6.94,4.69,6.77,8.89,7.49,6.3
CUST002206,Health Conscious,60,Male,Jaipur,Tier-1,Teacher,105818,5,0,UPI,9.55,4.11,3.37,9.17,2.47,3.99,2.62,2.95,9.19
CUST002207,Students,32,Female,Hyderabad,Metro,Consultant,25733,3,1,Wallet,5.48,2.91,8.61,6.15,7.39,8.19,7.92,5.79,5.34
CUST002208,Young Professionals,22,Male,Hyderabad,Metro,Teacher,137243,6,1,UPI,3.31,5.23,7.91,7.52,4.74,2.64,5.59,9.6,4.72
CUST002209,Young Professionals,43,Female,Lucknow,Tier-2,Designer,84629,5,1,COD,5.27,8.14,9.59,8.0,3.84,7.76,2.53,7.91,4.31
CUST002210,Health Conscious,33,Other,Indore,Tier-2,Student,146040,2,0,COD,7.81,4.48,4.97,9.83,3.12,2.3,4.26,5.79,7.55
CUST002211,Health Conscious,38,Other,Lucknow,Tier-2,Student,87116,4,0,UPI,6.95,2.58,4.07,9.3,2.89,5.15,4.47,9.53,4.74
CUST002212,Young Professionals,42,Male,Delhi,Metro,Teacher,139111,5,0,Wallet,7.03,3.13,9.08,6.58,5.44,9.25,4.0,7.28,3.3
CUST002213,Young Professionals,22,Other,Nagpur,Tier-2,Business,91728,4,1,Card,9.99,1.55,7.58,6.56,4.84,2.06,9.92,4.23,1.69
CUST002214,Families,50,Female,Mumbai,Metro,Student,98370,3,0,UPI,2.84,6.89,4.3,7.68,5.59,9.39,7.57,7.74,9.94
CUST002215,Students,41,Male,Nagpur,Tier-2,Consultant,28618,6,0,COD,6.23,5.9,6.76,4.88,7.18,4.24,5.65,6.26,7.93
CUST002216,Health Conscious,55,Other,Bengaluru,Metro,Designer,83874,5,0,COD,3.63,5.94,4.92,9.88,2.03,6.91,6.16,2.95,7.26
CUST002217,Young Professionals,43,Other,Hyderabad,Metro,Doctor,66867,4,1,Wallet,1.18,1.58,7.74,7.18,4.14,1.68,5.5,1.75,2.22
CUST002218,Young Professionals,29,Other,Indore,Tier-2,Business,84853,1,1,Wallet,7.78,5.26,8.67,8.63,3.34,6.4,2.4,7.23,4.25
CUST002219,Students,53,Female,Indore,Tier-2,Student,25589,4,0,UPI,8.05,2.36,5.59,6.11,9.14,6.48,3.01,3.12,9.55
CUST002220,Health Conscious,49,Male,Indore,Tier-2,Business,140277,6,0,COD,8.23,6.39,3.23,8.97,2.47,5.74,3.79,7.64,3.39
CUST002221,Families,20,Female,Ahmedabad,Tier-1,Manager,82068,5,0,UPI,7.82,9.31,2.37,6.65,6.06,7.16,5.74,1.44,5.86
CUST002222,Families,40,Male,Jaipur,Tier-1,Business,80697,5,0,UPI,3.88,1.09,2.0,7.71,6.67,7.12,4.78,6.35,8.23
CUST002223,Families,45,Male,Pune,Tier-1,Doctor,105476,4,1,Wallet,2.74,4.46,3.9,6.17,5.99,9.42,3.11,8.36,4.98
CUST002224,Health Conscious,48,Other,Hyderabad,Metro,Manager,86035,2,1,Card,5.52,6.55,2.22,8.0,2.66,3.61,5.94,6.75,3.2
CUST002225,Families,28,Male,Mumbai,Metro,Teacher,82353,1,1,UPI,3.27,2.18,3.25,6.87,7.59,6.77,4.84,6.36,3.43
CUST002226,Health Conscious,44,Female,Lucknow,Tier-2,Student,90964,5,1,UPI,6.46,1.84,4.25,8.97,4.16,4.5,4.28,6.53,6.81
CUST002227,Families,37,Other,Indore,Tier-2,Business,99034,6,1,Wallet,2.05,2.02,3.9,6.61,7.88,3.38,8.13,6.41,4.51
CUST002228,Health Conscious,54,Female,Hyderabad,Metro,Manager,170658,3,1,COD,5.3,5.35,2.71,9.28,2.24,3.0,3.47,5.1,4.32
CUST002229,Young Professionals,53,Other,Nagpur,Tier-2,Consultant,60667,3,1,Wallet,6.33,7.02,9.39,5.88,4.92,8.33,1.36,8.01,9.26
CUST002230,Families,38,Female,Nagpur,Tier-2,Business,41611,6,0,Wallet,3.07,3.9,3.09,5.1,7.19,1.6,3.02,3.73,2.66
CUST002231,Health Conscious,60,Other,Delhi,Metro,Consultant,172686,1,0,Card,6.49,3.22,4.65,8.11,4.94,4.66,3.13,4.35,8.12
CUST002232,Families,38,Other,Nagpur,Tier-2,Student,101905,5,1,Card,5.53,7.57,2.36,6.21,5.0,5.41,5.4,6.66,6.7
CUST002233,Students,47,Female,Lucknow,Tier-2,Doctor,21237,1,1,Wallet,2.98,6.77,7.06,3.99,8.31,4.46,1.25,5.5,6.12
CUST002234,Health Conscious,38,Female,Indore,Tier-2,Student,166222,1,1,COD,9.96,6.96,3.33,8.28,3.2,9.51,9.05,7.56,9.74
CUST002235,Young Professionals,46,Other,Bengaluru,Metro,Doctor,52256,6,0,Card,4.64,2.33,8.07,6.38,3.54,1.14,6.59,7.04,7.64
CUST002236,Health Conscious,22,Female,Lucknow,Tier-2,Consultant,75868,3,0,Wallet,2.48,8.21,2.95,8.18,4.64,8.08,8.63,5.14,1.31
CUST002237,Families,39,Other,Mumbai,Metro,Business,104860,2,0,COD,2.76,4.53,3.86,6.43,6.31,2.95,6.57,4.34,7.92
CUST002238,Young Professionals,30,Male,Ahmedabad,Tier-1,Designer,60757,5,1,Wallet,2.64,8.02,8.14,6.27,4.19,5.98,8.03,8.45,2.65
CUST002239,Families,54,Other,Hyderabad,Metro,Manager,98955,1,1,Card,3.79,3.0,2.31,5.72,7.61,4.83,2.73,1.32,9.62
CUST002240,Families,20,Female,Indore,Tier-2,Teacher,68278,6,0,Wallet,8.01,7.87,4.79,6.27,5.49,5.82,4.83,7.0,1.41
CUST002241,Health Conscious,41,Female,Lucknow,Tier-2,Business,123012,4,0,COD,3.62,8.3,2.96,9.49,3.92,9.0,5.33,6.93,4.18
CUST002242,Young Professionals,29,Female,Pune,Tier-1,Engineer,55124,1,1,COD,5.76,2.36,7.37,7.02,5.02,8.06,6.66,1.42,1.19
CUST002243,Families,36,Male,Bengaluru,Metro,Business,42151,1,1,COD,6.22,2.05,3.14,6.57,5.36,7.9,8.4,1.77,6.72
CUST002244,Health Conscious,32,Other,Jaipur,Tier-1,Teacher,71708,1,1,Wallet,6.97,4.21,2.13,9.74,2.94,5.97,1.31,6.77,6.28
CUST002245,Students,43,Other,Lucknow,Tier-2,Student,15757,6,1,COD,6.46,3.77,5.97,4.75,8.04,7.26,9.06,8.42,9.51
CUST002246,Students,53,Male,Jaipur,Tier-1,Designer,21919,3,1,Card,8.84,3.74,6.3,5.04,9.23,5.36,5.72,2.99,4.15
CUST002247,Families,35,Other,Delhi,Metro,Designer,74161,4,0,UPI,7.93,7.57,2.78,5.64,7.72,7.39,1.16,7.31,8.86
CUST002248,Health Conscious,28,Female,Lucknow,Tier-2,Engineer,142833,3,0,Wallet,1.99,4.94,3.69,9.0,3.34,1.66,8.42,9.57,5.51
CUST002249,Young Professionals,52,Other,Jaipur,Tier-1,Engineer,103252,2,0,Card,8.72,5.91,7.52,5.43,2.72,1.86,1.49,4.43,3.93
CUST002250,Health Conscious,41,Female,Jaipur,Tier-1,Doctor,80114,1,0,COD,2.97,1.97,3.32,9.19,3.36,2.55,8.8,8.08,9.5
CUST002251,Families,37,Female,Lucknow,Tier-2,Teacher,116593,3,0,UPI,6.68,6.83,3.85,6.35,6.4,3.08,2.98,7.83,7.97
CUST002252,Young Professionals,35,Male,Jaipur,Tier-1,Designer,54826,1,1,COD,5.03,9.07,7.33,8.39,3.05,1.94,2.67,3.35,9.72
CUST002253,Students,56,Female,Nagpur,Tier-2,Business,28568,3,0,UPI,8.52,9.39,8.27,5.23,7.76,5.55,8.46,2.22,6.43
CUST002254,Students,56,Female,Lucknow,Tier-2,Business,23078,6,0,COD,9.09,8.35,7.68,3.01,9.4,3.53,7.08,3.8,3.35
CUST002255,Families,45,Other,Mumbai,Metro,Engineer,62329,2,1,Card,3.54,3.93,3.02,5.26,5.59,8.36,4.87,2.37,1.79
CUST002256,Families,40,Male,Bengaluru,Metro,Student,87197,5,1,COD,9.37,8.84,3.89,7.32,7.6,4.05,4.31,9.12,5.53
CUST002257,Young Professionals,59,Other,Indore,Tier-2,Manager,85896,6,0,Wallet,2.41,1.65,7.57,5.82,2.13,6.98,6.91,2.91,5.77
CUST002258,Young Professionals,44,Female,Hyderabad,Metro,Manager,69850,4,0,Card,2.39,4.68,7.8,8.66,3.72,3.62,8.94,4.02,5.56
CUST002259,Young Professionals,36,Female,Nagpur,Tier-2,Consultant,133172,6,1,COD,6.25,2.36,8.3,6.07,4.44,8.09,2.81,5.4,6.73
CUST002260,Health Conscious,43,Female,Delhi,Metro,Teacher,173551,6,0,COD,3.07,6.84,4.69,9.29,2.63,2.68,2.72,4.57,9.12
CUST002261,Students,46,Other,Bengaluru,Metro,Student,30848,3,0,COD,1.37,2.87,7.72,3.89,7.6,6.89,8.16,6.98,8.98
CUST002262,Young Professionals,24,Female,Indore,Tier-2,Designer,52060,3,0,Card,3.25,2.22,6.23,5.48,4.39,5.51,8.53,7.64,6.53
CUST002263,Families,25,Female,Hyderabad,Metro,Teacher,49432,6,0,Wallet,5.9,1.85,3.45,5.78,5.26,3.86,8.23,1.19,4.4
CUST002264,Health Conscious,44,Male,Mumbai,Metro,Doctor,125550,6,1,COD,1.54,4.57,4.85,8.82,4.97,2.57,2.29,8.77,5.45
CUST002265,Students,24,Other,Delhi,Metro,Manager,26039,4,0,Card,4.04,9.6,5.5,3.24,7.87,1.7,8.8,8.6,9.01
CUST002266,Health Conscious,26,Other,Mumbai,Metro,Engineer,111731,1,1,COD,2.66,9.6,3.59,8.84,3.12,9.83,2.93,5.97,7.87
CUST002267,Students,20,Female,Bengaluru,Metro,Doctor,24532,4,0,UPI,5.73,9.76,5.33,4.12,7.59,1.16,6.57,6.42,9.59
CUST002268,Young Professionals,60,Female,Mumbai,Metro,Manager,94733,4,0,Wallet,1.07,2.6,8.61,6.14,3.14,8.43,9.04,5.04,5.71
CUST002269,Students,28,Female,Bengaluru,Metro,Doctor,22570,5,0,COD,9.45,2.37,8.14,3.83,7.41,5.08,7.11,9.68,3.95
CUST002270,Young Professionals,55,Other,Bengaluru,Metro,Doctor,88891,5,1,Wallet,7.94,4.31,6.94,5.34,4.15,8.09,4.25,3.41,5.91
CUST002271,Young Professionals,54,Male,Lucknow,Tier-2,Teacher,132467,4,0,Wallet,4.7,6.39,8.09,6.91,3.4,9.8,6.85,6.83,3.52
CUST002272,Families,52,Female,Indore,Tier-2,Business,71982,1,0,Wallet,7.73,9.72,3.85,5.16,5.56,4.99,2.3,6.67,1.7
CUST002273,Students,50,Male,Ahmedabad,Tier-1,Teacher,34253,2,0,Card,1.99,7.82,7.69,5.32,7.79,2.04,1.75,4.65,1.82
CUST002274,Students,29,Male,Hyderabad,Metro,Designer,25711,2,0,Wallet,1.49,6.1,5.31,4.55,7.83,7.84,4.59,9.43,3.08
CUST002275,Health Conscious,21,Other,Bengaluru,Metro,Manager,98382,2,0,UPI,1.57,1.77,3.35,9.2,3.75,3.85,9.29,3.25,4.01
CUST002276,Young Professionals,58,Other,Nagpur,Tier-2,Business,137277,1,0,UPI,1.05,8.47,9.26,6.65,3.76,8.28,6.74,2.42,4.75
CUST002277,Students,41,Male,Ahmedabad,Tier-1,Consultant,34598,4,0,COD,2.64,1.98,7.61,3.11,9.11,8.26,9.75,8.05,4.39
CUST002278,Young Professionals,44,Female,Mumbai,Metro,Designer,102016,1,0,COD,6.23,9.7,7.47,6.78,3.78,1.73,3.71,1.39,5.24
CUST002279,Health Conscious,27,Male,Ahmedabad,Tier-1,Consultant,85119,6,1,COD,2.47,9.87,2.95,8.93,4.74,6.62,9.19,9.32,6.35
CUST002280,Young Professionals,53,Male,Jaipur,Tier-1,Engineer,145511,4,0,COD,8.79,2.02,6.27,5.65,3.05,2.41,7.32,5.51,9.95
