order_item_id,order_id,product_id,quantity,unit_price,discount,final_price
ITEM00051260,ORD0018535,PROD01834,2,650.63,101.43,1301.26
ITEM00051261,ORD0084233,PROD01718,4,341.55,40.61,1366.2
ITEM00051262,ORD0009850,PROD00228,1,681.65,122.06,681.65
ITEM00051263,ORD0088570,PROD00158,2,84.36,1.22,168.72
ITEM00051264,ORD0039804,PROD01130,2,239.61,1.05,479.22
ITEM00051265,ORD0053369,PROD01442,4,450.49,41.26,1801.96
ITEM00051266,ORD0094452,PROD01578,3,343.27,33.56,1029.81
ITEM00051267,ORD0092396,PROD00184,3,321.94,20.33,965.82
ITEM00051268,ORD0097280,PROD01633,3,404,18.3,1212
ITEM00051269,ORD0079611,PROD01548,1,618.54,59.05,618.54
ITEM00051270,ORD0000981,PROD00584,1,147.52,7.32,147.52
ITEM00051271,ORD0086212,PROD00579,1,621.8,97.87,621.8
ITEM00051272,ORD0045067,PROD01422,1,629.85,38.33,629.85
ITEM00051273,ORD0038502,PROD00335,1,243.08,23.89,243.08
ITEM00051274,ORD0008846,PROD01638,4,622.19,62.13,2488.76
ITEM00051275,ORD0019791,PROD01726,4,68.18,7.87,272.72
ITEM00051276,ORD0007837,PROD00035,3,471.05,70.29,1413.15
ITEM00051277,ORD0023667,PROD00834,1,266.22,27.96,266.22
ITEM00051278,ORD0032455,PROD00647,2,90.33,17.12,180.66
ITEM00051279,ORD0051380,PROD01995,4,533.93,80.6,2135.72
ITEM00051280,ORD0020446,PROD01312,3,497.72,60.88,1493.16
ITEM00051281,ORD0009059,PROD00916,4,141.41,26.62,565.64
ITEM00051282,ORD0024418,PROD00810,4,314.57,11.09,1258.28
ITEM00051283,ORD0077902,PROD00146,4,497.16,49.39,1988.64
ITEM00051284,ORD0006851,PROD00075,2,678.91,100.17,1357.82
ITEM00051285,ORD0015248,PROD01771,2,267.64,26.07,535.28
ITEM00051286,ORD0017582,PROD00553,1,504.67,26.69,504.67
ITEM00051287,ORD0044386,PROD01890,1,90.96,11.84,90.96
ITEM00051288,ORD0088126,PROD01699,1,365,7.05,365
ITEM00051289,ORD0029199,PROD00409,4,132.92,2.63,531.68
ITEM00051290,ORD0045112,PROD01183,2,347.31,59.04,694.62
ITEM00051291,ORD0086735,PROD00475,4,513.92,36.85,2055.68
ITEM00051292,ORD0057205,PROD01866,4,408.65,2.31,1634.6
ITEM00051293,ORD0086633,PROD01237,4,244.51,10.67,978.04
ITEM00051294,ORD0084733,PROD01012,1,603.73,16.81,603.73
ITEM00051295,ORD0025655,PROD00540,4,580.59,65.54,2322.36
ITEM00051296,ORD0000446,PROD00311,1,297.81,58.58,297.81
ITEM00051297,ORD0022870,PROD00472,4,322.15,55.08,1288.6
ITEM00051298,ORD0067609,PROD01649,4,298.06,37.77,1192.24
ITEM00051299,ORD0023340,PROD01333,4,193.56,27.85,774.24
ITEM00051300,ORD0000442,PROD01021,1,498.57,18.48,498.57
ITEM00051301,ORD0084412,PROD01088,1,203.96,39.52,203.96
ITEM00051302,ORD0062470,PROD00183,3,46.57,2.56,139.71
ITEM00051303,ORD0033755,PROD00426,2,562.31,108.09,1124.62
ITEM00051304,ORD0030374,PROD00987,4,514.34,73.13,2057.36
ITEM00051305,ORD0078698,PROD01517,2,41.78,8.28,83.56
ITEM00051306,ORD0018172,PROD01862,3,204.29,33.16,612.87
ITEM00051307,ORD0092596,PROD01874,3,534.3,101.7,1602.9
ITEM00051308,ORD0029305,PROD01286,1,620.08,68.5,620.08
ITEM00051309,ORD0092954,PROD01658,4,693.19,105.68,2772.76
ITEM00051310,ORD0089954,PROD00095,3,657.72,30.4,1973.16
ITEM00051311,ORD0037375,PROD01922,1,566.73,43.5,566.73
ITEM00051312,ORD0022400,PROD00182,4,529.16,1.63,2116.64
ITEM00051313,ORD0038474,PROD00400,3,292.11,12.26,876.33
ITEM00051314,ORD0001514,PROD00418,1,361.11,1.42,361.11
ITEM00051315,ORD0021014,PROD01192,1,629.7,15.85,629.7
ITEM00051316,ORD0046466,PROD01874,1,300.54,40.65,300.54
ITEM00051317,ORD0056261,PROD00342,3,167.17,3.01,501.51
ITEM00051318,ORD0046880,PROD01795,2,553.01,15.19,1106.02
ITEM00051319,ORD0015978,PROD00031,3,375.98,13.6,1127.94
ITEM00051320,ORD0095985,PROD01523,4,433.15,43.84,1732.6
ITEM00051321,ORD0006566,PROD01990,2,459.32,37.39,918.64
ITEM00051322,ORD0042056,PROD00759,4,341.83,15.96,1367.32
ITEM00051323,ORD0037513,PROD00974,3,398.14,74.87,1194.42
ITEM00051324,ORD0021707,PROD01935,2,125.33,1.02,250.66
ITEM00051325,ORD0080472,PROD00809,4,78.73,4.58,314.92
ITEM00051326,ORD0034192,PROD00612,4,62.57,4.14,250.28
ITEM00051327,ORD0048430,PROD00617,3,322.59,48.48,967.77
ITEM00051328,ORD0059431,PROD00832,2,149.56,11.6,299.12
ITEM00051329,ORD0039416,PROD01344,2,270.49,26.35,540.98
ITEM00051330,ORD0033980,PROD00093,3,145.96,24.87,437.88
ITEM00051331,ORD0031925,PROD00841,3,445.42,41.93,1336.26
ITEM00051332,ORD0099356,PROD00316,3,668.38,101.45,2005.14
ITEM00051333,ORD0090809,PROD01057,3,238.95,19.28,716.85
ITEM00051334,ORD0029039,PROD00785,1,491.59,7.75,491.59
ITEM00051335,ORD0082234,PROD01269,3,167.44,17.34,502.32
ITEM00051336,ORD0085404,PROD00110,4,234.36,39.1,937.44
ITEM00051337,ORD0019915,PROD01987,3,417.74,66.56,1253.22
ITEM00051338,ORD0040884,PROD01313,4,318.08,51.88,1272.32
ITEM00051339,ORD0047877,PROD00566,2,449.24,58.83,898.48
ITEM00051340,ORD0014992,PROD01081,3,209.93,28.04,629.79
ITEM00051341,ORD0055634,PROD00081,3,459.06,4.28,1377.18
ITEM00051342,ORD0012606,PROD01163,3,437.17,61.01,1311.51
ITEM00051343,ORD0047572,PROD00674,2,292.98,52.18,585.96
ITEM00051344,ORD0085094,PROD01564,1,657.76,62.38,657.76
ITEM00051345,ORD0062500,PROD00250,4,475.74,62.96,1902.96
ITEM00051346,ORD0068116,PROD00568,1,670.64,31.75,670.64
ITEM00051347,ORD0082570,PROD00067,2,189.89,13.6,379.78
ITEM00051348,ORD0070359,PROD01038,1,642.07,118.02,642.07
ITEM00051349,ORD0092941,PROD01861,1,55.35,10.79,55.35
ITEM00051350,ORD0068901,PROD01015,2,502.59,18.13,1005.18
ITEM00051351,ORD0059666,PROD00642,3,236.59,14.36,709.77
ITEM00051352,ORD0017663,PROD01423,4,613.52,28.59,2454.08
ITEM00051353,ORD0072513,PROD01405,3,218.76,4.33,656.28
ITEM00051354,ORD0016492,PROD00097,1,74.42,9.08,74.42
ITEM00051355,ORD0019197,PROD00957,2,586.93,88.12,1173.86
ITEM00051356,ORD0022284,PROD01733,4,414.78,14.81,1659.12
ITEM00051357,ORD0070616,PROD01014,3,212.53,6.99,637.59
ITEM00051358,ORD0042001,PROD00510,3,375.47,10.16,1126.41
ITEM00051359,ORD0054206,PROD01372,4,344.08,57.76,1376.32
ITEM00051360,ORD0062908,PROD01023,2,534.34,91.51,1068.68
ITEM00051361,ORD0016542,PROD01596,2,212.22,16.95,424.44
ITEM00051362,ORD0004297,PROD01166,1,680.09,106.04,680.09
ITEM00051363,ORD0042147,PROD01067,1,254.18,0.97,254.18
ITEM00051364,ORD0022572,PROD00841,2,349.91,54.21,699.82
ITEM00051365,ORD0076875,PROD01425,3,658.69,89.31,1976.07
ITEM00051366,ORD0041415,PROD01772,3,440.07,32.15,1320.21
ITEM00051367,ORD0075453,PROD01932,1,656.53,8.07,656.53
ITEM00051368,ORD0067196,PROD01164,2,380.4,34.89,760.8
ITEM00051369,ORD0098147,PROD00774,1,448.6,87.47,448.6
ITEM00051370,ORD0084263,PROD01225,3,375.82,37.21,1127.46
ITEM00051371,ORD0036325,PROD00924,2,622.04,58.18,1244.08
ITEM00051372,ORD0066184,PROD01017,2,311.87,25.31,623.74
ITEM00051373,ORD0021602,PROD00025,3,355.66,12.98,1066.98
ITEM00051374,ORD0079753,PROD00539,4,627.14,109.73,2508.56
ITEM00051375,ORD0034076,PROD00933,2,516.23,95.34,1032.46
ITEM00051376,ORD0002162,PROD01212,2,407.27,51.32,814.54
ITEM00051377,ORD0095827,PROD01077,3,393.67,54.4,1181.01
ITEM00051378,ORD0034858,PROD01286,4,54.47,4.54,217.88
ITEM00051379,ORD0052384,PROD00914,2,117.45,4.38,234.9
ITEM00051380,ORD0099316,PROD00650,3,535.97,60.65,1607.91
ITEM00051381,ORD0004794,PROD00430,2,51.38,3.87,102.76
ITEM00051382,ORD0097365,PROD01845,2,92.94,17.88,185.88
ITEM00051383,ORD0071062,PROD01495,3,534.33,10.86,1602.99
ITEM00051384,ORD0053781,PROD01457,3,594.13,104.53,1782.39
ITEM00051385,ORD0008805,PROD00405,1,436.29,35.6,436.29
ITEM00051386,ORD0019439,PROD01462,1,310.46,12.85,310.46
ITEM00051387,ORD0045572,PROD00845,1,482.27,43.54,482.27
ITEM00051388,ORD0051583,PROD00259,4,117,12.22,468
ITEM00051389,ORD0050887,PROD01313,1,422.9,41.68,422.9
ITEM00051390,ORD0064534,PROD01700,3,125.03,19.47,375.09
ITEM00051391,ORD0098104,PROD00251,4,384.57,72.9,1538.28
ITEM00051392,ORD0095866,PROD00126,1,181.8,6.41,181.8
ITEM00051393,ORD0024222,PROD00992,2,45.71,1.18,91.42
ITEM00051394,ORD0056314,PROD01774,2,602.43,104.7,1204.86
ITEM00051395,ORD0079390,PROD01710,4,639.61,121.34,2558.44
ITEM00051396,ORD0046045,PROD00043,3,386.52,5.62,1159.56
ITEM00051397,ORD0025937,PROD01949,2,303.51,58.59,607.02
ITEM00051398,ORD0029891,PROD01417,4,42.26,0.28,169.04
ITEM00051399,ORD0096155,PROD01447,2,235.65,39.01,471.3
ITEM00051400,ORD0001190,PROD01593,1,493.98,89.35,493.98
ITEM00051401,ORD0007568,PROD01920,3,393.82,78.68,1181.46
ITEM00051402,ORD0060281,PROD00047,2,445.42,55.44,890.84
ITEM00051403,ORD0004997,PROD00078,4,489.65,74.2,1958.6
ITEM00051404,ORD0059606,PROD00264,3,310.81,57.87,932.43
ITEM00051405,ORD0038513,PROD01891,1,551.06,78.45,551.06
ITEM00051406,ORD0021672,PROD00943,4,603.89,32.23,2415.56
ITEM00051407,ORD0026458,PROD01621,3,689.53,47.32,2068.59
ITEM00051408,ORD0040644,PROD01285,1,555.34,16.03,555.34
ITEM00051409,ORD0077324,PROD01077,2,417.86,50.61,835.72
ITEM00051410,ORD0067352,PROD01371,3,94.62,10.84,283.86
ITEM00051411,ORD0052141,PROD00503,1,347.87,44.59,347.87
ITEM00051412,ORD0091880,PROD01384,1,509.7,48.2,509.7
ITEM00051413,ORD0059364,PROD01338,2,231.67,1.35,463.34
ITEM00051414,ORD0010258,PROD00537,4,665.72,106.44,2662.88
ITEM00051415,ORD0054799,PROD01847,4,649.47,51.08,2597.88
ITEM00051416,ORD0040719,PROD00520,3,381.81,26.51,1145.43
ITEM00051417,ORD0002563,PROD00941,1,99.68,10.93,99.68
ITEM00051418,ORD0007753,PROD00866,2,124.26,9.96,248.52
ITEM00051419,ORD0051105,PROD00604,3,599.5,93.4,1798.5
ITEM00051420,ORD0049129,PROD01953,2,207.86,35.96,415.72
ITEM00051421,ORD0068370,PROD01311,2,543.08,13.4,1086.16
ITEM00051422,ORD0059252,PROD01594,1,583.66,75.46,583.66
ITEM00051423,ORD0001864,PROD00671,2,370.87,59.51,741.74
ITEM00051424,ORD0009846,PROD00579,4,53.86,6.3,215.44
ITEM00051425,ORD0087011,PROD00971,4,117.56,22.94,470.24
ITEM00051426,ORD0055126,PROD01610,4,203.81,12.34,815.24
ITEM00051427,ORD0079499,PROD00719,4,564.44,107.13,2257.76
ITEM00051428,ORD0056206,PROD01013,1,477.28,20.44,477.28
ITEM00051429,ORD0004416,PROD01545,2,581.93,102.24,1163.86
ITEM00051430,ORD0048294,PROD00206,1,256.31,39.76,256.31
ITEM00051431,ORD0090057,PROD00017,2,668.59,60.06,1337.18
ITEM00051432,ORD0013829,PROD01563,1,464.93,48.71,464.93
ITEM00051433,ORD0041817,PROD00196,3,299.68,18.08,899.04
ITEM00051434,ORD0024912,PROD00221,2,143.31,24.04,286.62
ITEM00051435,ORD0002591,PROD01344,1,569.37,0.39,569.37
ITEM00051436,ORD0063532,PROD00665,4,251.62,14.61,1006.48
ITEM00051437,ORD0039574,PROD00812,4,501.51,6.96,2006.04
ITEM00051438,ORD0040447,PROD00154,1,221.78,0.57,221.78
ITEM00051439,ORD0053525,PROD01316,3,480.15,54.83,1440.45
ITEM00051440,ORD0020208,PROD01227,3,315.09,29.61,945.27
ITEM00051441,ORD0079685,PROD00884,1,291.66,0.87,291.66
ITEM00051442,ORD0051455,PROD01064,3,48.84,5.36,146.52
ITEM00051443,ORD0050387,PROD01796,1,93.9,18.48,93.9
ITEM00051444,ORD0015181,PROD00970,2,304.34,0.58,608.68
ITEM00051445,ORD0063380,PROD01225,4,110.11,18.49,440.44
ITEM00051446,ORD0051349,PROD01165,3,126.84,3.37,380.52
ITEM00051447,ORD0020177,PROD00821,1,356.48,12.94,356.48
ITEM00051448,ORD0079921,PROD01694,1,271.45,3.36,271.45
ITEM00051449,ORD0081096,PROD01325,1,422.48,61.41,422.48
ITEM00051450,ORD0079438,PROD00809,3,242.37,46.15,727.11
ITEM00051451,ORD0000348,PROD01666,4,331.66,53.8,1326.64
ITEM00051452,ORD0025326,PROD00459,1,471.06,89.18,471.06
ITEM00051453,ORD0029947,PROD00988,1,284.97,41.93,284.97
ITEM00051454,ORD0071168,PROD00124,1,412.86,35.96,412.86
ITEM00051455,ORD0017491,PROD00061,1,331.88,8.24,331.88
ITEM00051456,ORD0044742,PROD00133,1,619.82,48.37,619.82
ITEM00051457,ORD0015261,PROD00169,3,134.93,10.43,404.79
ITEM00051458,ORD0069634,PROD00834,4,412.91,25.38,1651.64
ITEM00051459,ORD0023451,PROD00796,2,530.78,63.81,1061.56
ITEM00051460,ORD0035566,PROD00117,2,72.78,4.15,145.56
ITEM00051461,ORD0007836,PROD01238,1,356.76,56.88,356.76
ITEM00051462,ORD0042869,PROD00187,2,428.38,78.29,856.76
ITEM00051463,ORD0025023,PROD01917,4,188.33,26.39,753.32
ITEM00051464,ORD0087342,PROD01502,3,400.02,32.12,1200.06
ITEM00051465,ORD0076293,PROD00298,3,632.05,64.17,1896.15
ITEM00051466,ORD0053950,PROD00791,4,260.19,28.29,1040.76
ITEM00051467,ORD0098292,PROD01358,1,110.13,5.4,110.13
ITEM00051468,ORD0081264,PROD01277,2,655.43,80.16,1310.86
ITEM00051469,ORD0051920,PROD00836,2,169.17,30.62,338.34
ITEM00051470,ORD0001059,PROD00126,2,328.07,48.94,656.14
ITEM00051471,ORD0035010,PROD01264,3,218.25,12.51,654.75
ITEM00051472,ORD0095435,PROD00196,2,508.78,30.31,1017.56
ITEM00051473,ORD0076960,PROD01967,3,211.85,12.68,635.55
ITEM00051474,ORD0033889,PROD00803,3,579.58,115.24,1738.74
ITEM00051475,ORD0058103,PROD01689,1,278.45,23.34,278.45
ITEM00051476,ORD0047717,PROD01379,3,691.18,133.15,2073.54
ITEM00051477,ORD0071365,PROD00754,1,618,3.3,618
ITEM00051478,ORD0026013,PROD00135,4,610.53,96.41,2442.12
ITEM00051479,ORD0050220,PROD01738,2,370.78,71.42,741.56
ITEM00051480,ORD0080442,PROD01774,3,247.79,46.92,743.37
ITEM00051481,ORD0048610,PROD00554,3,532.04,64.55,1596.12
ITEM00051482,ORD0057016,PROD01785,3,546.12,56.05,1638.36
ITEM00051483,ORD0082429,PROD00064,4,353.87,42.32,1415.48
ITEM00051484,ORD0029386,PROD00543,4,465.06,62.59,1860.24
ITEM00051485,ORD0070214,PROD00822,1,313.12,10.48,313.12
ITEM00051486,ORD0068465,PROD01160,3,634.93,3.18,1904.79
ITEM00051487,ORD0039978,PROD00724,3,525.74,86.49,1577.22
ITEM00051488,ORD0080484,PROD00905,3,604.8,61.29,1814.4
ITEM00051489,ORD0069559,PROD01322,1,395.86,49.71,395.86
ITEM00051490,ORD0075338,PROD00738,3,520.73,13.37,1562.19
ITEM00051491,ORD0070417,PROD01167,1,448.58,56.8,448.58
ITEM00051492,ORD0092433,PROD01797,4,424.74,51.89,1698.96
ITEM00051493,ORD0073209,PROD01999,2,637.98,69.73,1275.96
ITEM00051494,ORD0002083,PROD01737,3,60.67,2.55,182.01
ITEM00051495,ORD0001160,PROD00624,2,559.22,70.54,1118.44
ITEM00051496,ORD0032300,PROD00714,2,533.59,99.02,1067.18
ITEM00051497,ORD0037509,PROD01811,1,42.12,0.97,42.12
ITEM00051498,ORD0090067,PROD00168,4,608.8,32.57,2435.2
ITEM00051499,ORD0050584,PROD00640,1,482.37,54.15,482.37
ITEM00051500,ORD0032112,PROD00746,1,440.19,2.26,440.19
ITEM00051501,ORD0055532,PROD01205,4,683.71,97.51,2734.84
ITEM00051502,ORD0080486,PROD01777,2,665.49,97.02,1330.98
ITEM00051503,ORD0067047,PROD01354,3,47.48,6.64,142.44
ITEM00051504,ORD0068822,PROD01398,1,251.63,26.22,251.63
ITEM00051505,ORD0004317,PROD01581,1,532.37,33.84,532.37
ITEM00051506,ORD0012635,PROD00384,2,445.11,45.89,890.22
ITEM00051507,ORD0040993,PROD01700,2,460.31,22.06,920.62
ITEM00051508,ORD0042837,PROD01936,4,321.58,2.64,1286.32
ITEM00051509,ORD0052329,PROD01023,3,68.2,3.12,204.6
ITEM00051510,ORD0052250,PROD01614,2,369.76,4.77,739.52
ITEM00051511,ORD0076543,PROD01991,2,340.77,7.48,681.54
ITEM00051512,ORD0001382,PROD01001,3,549.19,82,1647.57
ITEM00051513,ORD0056697,PROD01585,2,574,94.72,1148
ITEM00051514,ORD0088350,PROD01783,2,698.52,17.47,1397.04
ITEM00051515,ORD0039113,PROD01282,2,528.54,0.32,1057.08
ITEM00051516,ORD0060977,PROD01292,1,555.34,26.91,555.34
ITEM00051517,ORD0083601,PROD00532,1,145.9,21.41,145.9
ITEM00051518,ORD0062313,PROD00373,1,212.09,21.2,212.09
ITEM00051519,ORD0087974,PROD00032,4,115.37,15.34,461.48
ITEM00051520,ORD0004887,PROD01667,2,382.21,8.43,764.42
ITEM00051521,ORD0022481,PROD01896,4,213.8,20.5,855.2
ITEM00051522,ORD0013826,PROD00553,2,205.68,9.02,411.36
ITEM00051523,ORD0035775,PROD00094,2,522.54,19.62,1045.08
ITEM00051524,ORD0044952,PROD00963,3,401.73,22.49,1205.19
ITEM00051525,ORD0064992,PROD01566,3,681.06,38.14,2043.18
ITEM00051526,ORD0066091,PROD01364,1,372.35,13.48,372.35
ITEM00051527,ORD0020935,PROD00213,4,334.38,30.35,1337.52
ITEM00051528,ORD0084263,PROD00131,4,447.79,35,1791.16
ITEM00051529,ORD0092805,PROD01998,4,227.44,5.25,909.76
ITEM00051530,ORD0093939,PROD00386,2,200.56,29.59,401.12
ITEM00051531,ORD0081039,PROD01054,3,460.38,48.03,1381.14
ITEM00051532,ORD0079214,PROD00265,2,521.95,32.33,1043.9
ITEM00051533,ORD0082976,PROD01660,1,364.98,1.45,364.98
ITEM00051534,ORD0027670,PROD01578,2,112.92,20.43,225.84
ITEM00051535,ORD0084857,PROD01098,4,145.55,2.45,582.2
ITEM00051536,ORD0037131,PROD01459,4,550.82,96.07,2203.28
ITEM00051537,ORD0026597,PROD01089,4,156.45,18.69,625.8
ITEM00051538,ORD0056270,PROD00573,4,320.29,34.37,1281.16
ITEM00051539,ORD0046135,PROD00135,2,408.01,11.4,816.02
ITEM00051540,ORD0024212,PROD01357,1,419.36,55.09,419.36
ITEM00051541,ORD0056846,PROD01822,2,675.24,89.02,1350.48
ITEM00051542,ORD0070921,PROD00264,3,443.6,82.64,1330.8
ITEM00051543,ORD0029384,PROD01678,3,314.74,7.49,944.22
ITEM00051544,ORD0074830,PROD01162,4,324.6,2.15,1298.4
ITEM00051545,ORD0002798,PROD00214,2,493.94,31.17,987.88
ITEM00051546,ORD0014173,PROD01279,1,304.94,21.62,304.94
ITEM00051547,ORD0077080,PROD01195,2,500.07,71.01,1000.14
ITEM00051548,ORD0094537,PROD00001,1,282.81,15.33,282.81
ITEM00051549,ORD0020587,PROD01311,4,311.57,17.49,1246.28
ITEM00051550,ORD0090814,PROD01041,4,88.86,9.44,355.44
ITEM00051551,ORD0012968,PROD01032,3,90.37,7.53,271.11
ITEM00051552,ORD0094691,PROD00037,1,505.92,70.41,505.92
ITEM00051553,ORD0082216,PROD00764,3,157.63,18.07,472.89
ITEM00051554,ORD0002838,PROD00144,1,322.76,47.33,322.76
ITEM00051555,ORD0055883,PROD01339,4,76.93,13.74,307.72
ITEM00051556,ORD0058496,PROD00388,4,188.6,4.66,754.4
ITEM00051557,ORD0031882,PROD00096,2,134.78,7.54,269.56
ITEM00051558,ORD0050102,PROD00299,4,53.35,5.26,213.4
ITEM00051559,ORD0090331,PROD00676,3,47.58,9.04,142.74
ITEM00051560,ORD0013286,PROD00597,4,667.42,117.37,2669.68
ITEM00051561,ORD0093398,PROD00049,4,137.49,25.02,549.96
ITEM00051562,ORD0084564,PROD00536,4,226.67,29.74,906.68
ITEM00051563,ORD0073458,PROD00408,3,56.6,5.87,169.8
ITEM00051564,ORD0073621,PROD00511,4,327,31.76,1308
ITEM00051565,ORD0087131,PROD01083,1,381.77,51.06,381.77
ITEM00051566,ORD0007281,PROD01709,2,225.1,17.6,450.2
ITEM00051567,ORD0061774,PROD01364,3,161.68,22.69,485.04
ITEM00051568,ORD0043943,PROD00351,4,596.95,55.87,2387.8
ITEM00051569,ORD0045211,PROD00635,2,537.14,55.44,1074.28
ITEM00051570,ORD0020081,PROD00766,3,159.46,16.22,478.38
ITEM00051571,ORD0042439,PROD01543,3,683.12,55.33,2049.36
ITEM00051572,ORD0000934,PROD01851,4,173.06,14.71,692.24
ITEM00051573,ORD0086162,PROD00670,2,118.93,11.21,237.86
ITEM00051574,ORD0066385,PROD01731,3,156.01,20.69,468.03
ITEM00051575,ORD0014964,PROD01973,4,363.79,22.73,1455.16
ITEM00051576,ORD0004943,PROD01254,3,205.83,35.85,617.49
ITEM00051577,ORD0037536,PROD01844,2,230.86,29.1,461.72
ITEM00051578,ORD0040258,PROD00261,2,373.67,62.77,747.34
ITEM00051579,ORD0022085,PROD00686,3,475.37,6.7,1426.11
ITEM00051580,ORD0097096,PROD00511,1,329.73,11.72,329.73
ITEM00051581,ORD0061572,PROD00251,4,345.59,1.75,1382.36
ITEM00051582,ORD0005557,PROD01986,4,654.57,121.72,2618.28
ITEM00051583,ORD0040231,PROD00151,2,532.11,2.43,1064.22
ITEM00051584,ORD0036874,PROD00093,1,554.27,97.43,554.27
ITEM00051585,ORD0075988,PROD01923,1,407.21,57.08,407.21
ITEM00051586,ORD0005878,PROD00594,3,516.23,59.49,1548.69
ITEM00051587,ORD0037510,PROD01438,3,505.7,5.89,1517.1
ITEM00051588,ORD0095895,PROD01564,4,482.67,66.99,1930.68
ITEM00051589,ORD0060209,PROD01174,1,96.25,3.88,96.25
ITEM00051590,ORD0005471,PROD00874,2,363.39,6.57,726.78
ITEM00051591,ORD0034408,PROD00580,1,157.44,29.71,157.44
ITEM00051592,ORD0033969,PROD01711,4,131.73,22.16,526.92
ITEM00051593,ORD0052804,PROD00203,4,54.96,10.07,219.84
ITEM00051594,ORD0087386,PROD00280,2,420.32,53.36,840.64
ITEM00051595,ORD0002986,PROD01749,3,99.49,16.53,298.47
ITEM00051596,ORD0054487,PROD01470,4,185.57,3.45,742.28
ITEM00051597,ORD0036314,PROD00546,4,168.85,11.59,675.4
ITEM00051598,ORD0070391,PROD00009,2,88.98,14.07,177.96
ITEM00051599,ORD0044465,PROD00215,2,570.4,95.75,1140.8
ITEM00051600,ORD0099688,PROD01122,2,511.83,27.58,1023.66
ITEM00051601,ORD0062832,PROD00853,2,97.14,12.52,194.28
ITEM00051602,ORD0047550,PROD00677,1,565.91,62.47,565.91
ITEM00051603,ORD0055442,PROD01434,3,241.88,12.12,725.64
ITEM00051604,ORD0037891,PROD00609,2,61.57,2.21,123.14
ITEM00051605,ORD0064262,PROD00333,2,505.09,85.44,1010.18
ITEM00051606,ORD0028426,PROD00547,4,441.94,12.85,1767.76
ITEM00051607,ORD0035368,PROD01690,3,77.95,7.01,233.85
ITEM00051608,ORD0026677,PROD01943,2,510.47,86.04,1020.94
ITEM00051609,ORD0042671,PROD01663,3,59.74,3.63,179.22
ITEM00051610,ORD0027627,PROD01291,2,563.74,34.84,1127.48
ITEM00051611,ORD0040033,PROD01947,4,144.66,16.6,578.64
ITEM00051612,ORD0060275,PROD00858,4,603.24,27.07,2412.96
ITEM00051613,ORD0024882,PROD01533,1,377.01,32.98,377.01
ITEM00051614,ORD0097375,PROD00075,4,90.11,16.39,360.44
ITEM00051615,ORD0003885,PROD00138,3,186.08,2.36,558.24
ITEM00051616,ORD0088683,PROD01250,1,216.11,5.57,216.11
ITEM00051617,ORD0056880,PROD00676,3,94.94,3.58,284.82
ITEM00051618,ORD0080647,PROD01348,4,495.14,98.55,1980.56
ITEM00051619,ORD0083520,PROD00041,1,565.9,57.85,565.9
ITEM00051620,ORD0059931,PROD01720,4,430.62,65.19,1722.48
ITEM00051621,ORD0079698,PROD00657,2,511.21,70.19,1022.42
ITEM00051622,ORD0017264,PROD01425,1,246.43,30.29,246.43
ITEM00051623,ORD0094198,PROD00093,2,512.84,35.19,1025.68
ITEM00051624,ORD0002288,PROD00808,2,426.86,64.18,853.72
ITEM00051625,ORD0091663,PROD01302,4,238.27,29.96,953.08
ITEM00051626,ORD0089698,PROD00713,2,411.86,45.05,823.72
ITEM00051627,ORD0011920,PROD01143,2,658.49,110.02,1316.98
ITEM00051628,ORD0017075,PROD01193,2,692.57,131.09,1385.14
ITEM00051629,ORD0095437,PROD00032,2,106.24,12.73,212.48
ITEM00051630,ORD0057742,PROD00348,2,356.03,43.77,712.06
ITEM00051631,ORD0024764,PROD00112,4,286.19,48.29,1144.76
ITEM00051632,ORD0064246,PROD00256,4,184.45,34.69,737.8
ITEM00051633,ORD0059410,PROD00448,2,255.71,24.99,511.42
ITEM00051634,ORD0093230,PROD00017,3,75.12,14.29,225.36
ITEM00051635,ORD0092907,PROD01871,1,580.36,68.39,580.36
ITEM00051636,ORD0022019,PROD01698,2,679.35,125.98,1358.7
ITEM00051637,ORD0014544,PROD01261,4,54.95,4.6,219.8
ITEM00051638,ORD0051344,PROD01130,4,324.14,55.61,1296.56
ITEM00051639,ORD0077050,PROD01025,1,354.64,44.6,354.64
ITEM00051640,ORD0011766,PROD01320,2,252.99,5.82,505.98
ITEM00051641,ORD0031975,PROD01817,1,403.95,72.22,403.95
ITEM00051642,ORD0056020,PROD00111,1,629.98,23.3,629.98
ITEM00051643,ORD0044198,PROD00583,3,676.54,64.37,2029.62
ITEM00051644,ORD0061464,PROD00662,3,553.51,30.61,1660.53
ITEM00051645,ORD0045773,PROD01574,3,349.11,28.83,1047.33
ITEM00051646,ORD0035548,PROD00716,1,299.35,25.49,299.35
ITEM00051647,ORD0073814,PROD00096,4,171.56,33.5,686.24
ITEM00051648,ORD0061268,PROD00991,2,672.12,87.63,1344.24
ITEM00051649,ORD0070099,PROD00100,1,628.18,71.04,628.18
ITEM00051650,ORD0018667,PROD00470,1,583.72,23.13,583.72
ITEM00051651,ORD0068681,PROD01618,2,120.41,19.34,240.82
ITEM00051652,ORD0041818,PROD00609,1,433.65,7.55,433.65
ITEM00051653,ORD0068460,PROD01030,2,55.66,7.58,111.32
ITEM00051654,ORD0010171,PROD01230,1,628.81,105.27,628.81
